"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","associate's degree","standard","completed","62","69","76"
"male","group A","bachelor's degree","standard","completed","61","68","65"
"male","group B","some high school","free/reduced","none","49","48","45"
"female","group D","bachelor's degree","standard","none","66","79","78"
"female","group D","some college","free/reduced","completed","75","97","100"
"male","group C","some high school","free/reduced","none","53","55","47"
"male","group B","some college","free/reduced","none","42","44","41"
"male","group A","associate's degree","free/reduced","none","50","45","41"
"male","group D","high school","standard","none","72","74","69"
"female","group D","bachelor's degree","standard","none","92","86","93"
"female","group E","high school","standard","none","89","90","93"
"male","group B","associate's degree","standard","none","68","60","62"
"male","group D","some college","free/reduced","none","78","77","68"
"female","group A","some college","standard","none","53","55","62"
"male","group D","bachelor's degree","standard","completed","73","81","78"
"male","group E","some high school","standard","none","88","86","84"
"male","group B","high school","standard","none","67","61","58"
"female","group E","associate's degree","standard","none","98","100","100"
"female","group D","master's degree","standard","none","47","61","64"
"female","group C","master's degree","standard","none","70","83","78"
"male","group D","some college","standard","none","99","85","82"
"female","group D","high school","standard","none","40","57","53"
"male","group C","high school","standard","completed","56","52","53"
"female","group E","high school","standard","completed","69","81","87"
"female","group E","high school","standard","none","94","87","91"
"female","group A","high school","free/reduced","none","56","71","60"
"male","group D","bachelor's degree","standard","none","60","66","67"
"male","group A","master's degree","standard","completed","91","92","91"
"female","group C","some college","free/reduced","none","45","44","49"
"male","group C","associate's degree","free/reduced","none","73","68","66"
"female","group A","some college","free/reduced","none","30","48","44"
"male","group A","bachelor's degree","free/reduced","completed","56","60","58"
"female","group B","associate's degree","standard","completed","56","70","83"
"male","group B","associate's degree","free/reduced","none","30","32","32"
"female","group D","associate's degree","standard","completed","85","94","100"
"female","group C","associate's degree","standard","none","72","76","78"
"male","group B","some college","standard","none","48","37","40"
"male","group C","some college","standard","completed","53","37","47"
"male","group E","high school","free/reduced","none","60","57","52"
"female","group E","some college","free/reduced","none","80","96","94"
"male","group D","some high school","free/reduced","none","60","64","59"
"female","group C","bachelor's degree","standard","completed","69","80","85"
"female","group D","some high school","standard","none","77","85","83"
"female","group D","some high school","free/reduced","none","48","76","72"
"female","group E","associate's degree","standard","none","82","89","79"
"female","group E","high school","standard","completed","90","96","94"
"female","group C","high school","standard","none","78","80","82"
"female","group D","high school","free/reduced","none","59","62","61"
"male","group E","some high school","standard","none","72","64","58"
"male","group D","bachelor's degree","standard","none","77","69","71"
"male","group E","some college","free/reduced","none","80","68","62"
"male","group E","some college","standard","none","87","81","80"
"male","group E","some college","standard","none","73","69","66"
"male","group C","associate's degree","standard","completed","55","55","55"
"male","group D","high school","standard","completed","99","96","99"
"male","group C","some high school","standard","completed","70","61","65"
"male","group E","some college","free/reduced","none","70","62","59"
"male","group C","high school","standard","none","62","61","59"
"male","group D","bachelor's degree","standard","none","77","74","76"
"male","group C","some college","standard","none","86","78","79"
"female","group D","bachelor's degree","standard","none","59","56","64"
"female","group D","bachelor's degree","free/reduced","completed","80","89","97"
"female","group D","some high school","free/reduced","completed","70","75","81"
"female","group B","high school","standard","completed","40","52","59"
"male","group C","some high school","standard","completed","71","67","66"
"female","group C","bachelor's degree","standard","completed","84","94","97"
"female","group C","bachelor's degree","standard","none","61","70","69"
"female","group C","some college","free/reduced","completed","80","92","86"
"male","group D","high school","free/reduced","none","61","61","60"
"male","group D","some college","free/reduced","none","51","50","44"
"female","group C","high school","standard","none","66","76","76"
"male","group D","associate's degree","free/reduced","none","28","26","27"
"male","group C","master's degree","standard","completed","93","99","99"
"male","group A","some high school","standard","none","62","57","54"
"male","group B","some high school","standard","none","67","73","64"
"female","group C","bachelor's degree","standard","none","58","69","72"
"female","group B","master's degree","standard","none","64","58","59"
"female","group B","high school","standard","none","60","68","58"
"male","group C","master's degree","standard","completed","77","79","81"
"male","group C","some high school","standard","none","57","69","60"
"male","group B","some college","standard","completed","87","87","89"
"female","group B","some college","standard","none","62","77","73"
"female","group B","some high school","standard","none","66","67","68"
"female","group D","some college","standard","completed","90","100","100"
"female","group C","bachelor's degree","standard","none","64","68","69"
"female","group C","some high school","standard","none","65","74","68"
"male","group B","master's degree","standard","completed","93","87","86"
"male","group D","some high school","free/reduced","none","53","45","48"
"female","group E","some high school","standard","none","51","63","59"
"female","group E","some college","standard","none","71","75","78"
"female","group D","high school","free/reduced","none","80","83","81"
"male","group D","associate's degree","free/reduced","none","55","56","58"
"male","group C","high school","standard","none","70","65","59"
"male","group A","high school","standard","none","74","67","64"
"female","group E","associate's degree","standard","none","75","80","80"
"male","group C","master's degree","free/reduced","none","88","91","82"
"female","group B","some college","standard","none","67","69","71"
"male","group B","some college","standard","completed","57","55","52"
"male","group D","high school","standard","none","85","84","85"
"female","group C","some college","free/reduced","none","50","55","54"
"male","group B","some high school","free/reduced","none","58","64","57"
"male","group C","high school","standard","completed","66","63","64"
"male","group D","associate's degree","standard","none","88","78","77"
"male","group C","associate's degree","free/reduced","completed","60","63","65"
"female","group A","high school","standard","none","80","76","75"
"female","group D","associate's degree","standard","none","60","71","67"
"female","group E","some high school","free/reduced","none","47","53","49"
"male","group A","high school","free/reduced","none","61","59","57"
"male","group D","high school","free/reduced","none","70","67","63"
"male","group C","associate's degree","free/reduced","completed","67","62","64"
"female","group E","some college","standard","none","100","100","99"
"male","group B","associate's degree","standard","completed","65","68","61"
"male","group B","some high school","free/reduced","none","39","37","30"
"female","group E","high school","free/reduced","none","70","88","87"
"male","group B","high school","standard","none","66","52","51"
"female","group C","associate's degree","standard","none","78","84","78"
"male","group B","associate's degree","standard","completed","66","47","57"
"male","group E","master's degree","free/reduced","completed","68","70","69"
"female","group B","associate's degree","standard","completed","64","71","70"
"male","group D","high school","free/reduced","none","76","79","74"
"female","group E","some high school","standard","completed","90","90","96"
"female","group C","some high school","standard","none","72","74","69"
"female","group B","bachelor's degree","standard","none","81","96","93"
"female","group D","associate's degree","standard","none","89","98","96"
"female","group C","some high school","free/reduced","none","51","61","64"
"female","group D","master's degree","free/reduced","completed","71","81","90"
"male","group D","high school","free/reduced","completed","61","66","62"
"male","group D","some high school","standard","none","88","79","81"
"male","group C","master's degree","free/reduced","none","66","57","57"
"male","group C","master's degree","standard","completed","96","92","88"
"male","group C","associate's degree","standard","none","80","77","71"
"male","group B","some college","free/reduced","completed","53","61","58"
"female","group B","bachelor's degree","standard","none","65","68","70"
"female","group C","bachelor's degree","free/reduced","completed","67","95","97"
"male","group B","some high school","free/reduced","none","52","50","47"
"female","group C","some high school","standard","none","53","59","54"
"male","group E","associate's degree","standard","none","88","71","77"
"female","group A","some high school","free/reduced","none","54","58","56"
"female","group D","bachelor's degree","standard","completed","67","73","81"
"female","group E","bachelor's degree","standard","completed","100","100","100"
"male","group B","master's degree","free/reduced","completed","84","85","87"
"male","group C","bachelor's degree","standard","completed","96","93","92"
"male","group A","some high school","standard","completed","70","72","78"
"female","group C","some college","standard","none","77","79","84"
"male","group B","high school","standard","none","82","77","73"
"female","group E","some high school","standard","none","74","70","68"
"female","group C","some high school","free/reduced","completed","33","57","50"
"female","group E","bachelor's degree","standard","none","99","100","97"
"female","group E","master's degree","standard","none","73","88","82"
"male","group C","bachelor's degree","free/reduced","none","41","43","43"
"male","group B","bachelor's degree","standard","completed","96","90","98"
"male","group C","associate's degree","standard","none","63","63","62"
"male","group C","bachelor's degree","standard","none","82","80","79"
"male","group C","some high school","standard","none","47","49","37"
"female","group D","some college","standard","none","60","58","59"
"male","group D","some college","standard","none","85","80","79"
"male","group C","some college","standard","completed","82","85","83"
"male","group D","master's degree","free/reduced","none","78","71","71"
"male","group B","associate's degree","standard","completed","69","67","69"
"female","group C","associate's degree","free/reduced","none","34","48","51"
"male","group D","some high school","standard","completed","95","89","93"
"female","group B","master's degree","standard","none","61","61","66"
"male","group B","associate's degree","free/reduced","none","66","75","70"
"male","group D","some college","standard","none","81","71","70"
"male","group C","high school","standard","completed","77","78","70"
"female","group B","master's degree","free/reduced","none","53","76","72"
"male","group D","bachelor's degree","standard","completed","75","67","66"
"female","group D","some college","free/reduced","none","58","68","62"
"female","group C","associate's degree","standard","none","52","50","45"
"male","group A","associate's degree","standard","none","61","55","54"
"male","group D","some college","standard","none","70","61","58"
"male","group B","high school","standard","none","65","53","51"
"male","group C","master's degree","standard","none","80","65","72"
"female","group E","associate's degree","free/reduced","none","63","65","68"
"male","group C","master's degree","standard","none","88","75","81"
"male","group B","master's degree","standard","none","76","69","67"
"male","group B","bachelor's degree","standard","none","98","85","75"
"male","group B","some high school","standard","completed","82","76","84"
"male","group B","some high school","free/reduced","none","60","73","65"
"male","group A","some college","standard","completed","65","59","60"
"male","group C","some high school","standard","none","68","55","54"
"female","group D","some college","free/reduced","none","47","53","53"
"male","group C","associate's degree","free/reduced","none","57","52","47"
"male","group D","high school","free/reduced","none","52","47","42"
"female","group D","master's degree","standard","completed","67","85","84"
"female","group A","some high school","standard","none","66","65","64"
"female","group A","bachelor's degree","free/reduced","none","52","63","64"
"male","group C","associate's degree","free/reduced","none","71","66","60"
"male","group D","some high school","free/reduced","none","65","62","63"
"male","group C","some high school","free/reduced","none","75","61","61"
"female","group C","some college","standard","completed","53","73","72"
"female","group B","high school","standard","none","63","75","68"
"female","group B","associate's degree","standard","completed","73","78","82"
"female","group E","associate's degree","standard","none","98","100","100"
"female","group D","some high school","standard","completed","89","84","89"
"male","group A","associate's degree","standard","none","66","72","65"
"female","group C","master's degree","standard","none","82","92","87"
"female","group D","high school","free/reduced","none","44","51","51"
"male","group C","associate's degree","standard","none","99","84","80"
"male","group D","some high school","free/reduced","completed","52","64","64"
"female","group C","some college","free/reduced","none","49","62","64"
"male","group D","some college","standard","none","65","67","71"
"female","group A","some college","free/reduced","none","72","82","83"
"female","group E","high school","standard","none","78","74","78"
"female","group E","some college","free/reduced","none","85","87","86"
"female","group B","high school","standard","none","61","74","70"
"female","group B","associate's degree","free/reduced","none","45","54","52"
"male","group B","master's degree","standard","none","71","64","59"
"male","group B","some high school","standard","none","65","59","60"
"male","group B","associate's degree","free/reduced","none","71","71","69"
"male","group E","high school","free/reduced","none","52","48","43"
"male","group D","master's degree","standard","none","63","56","57"
"female","group B","some college","free/reduced","completed","51","54","61"
"male","group C","associate's degree","standard","none","75","74","69"
"male","group D","some college","standard","completed","78","79","83"
"male","group A","some college","free/reduced","completed","53","52","54"
"male","group E","bachelor's degree","free/reduced","none","63","57","57"
"male","group B","high school","free/reduced","completed","71","70","68"
"female","group D","some college","standard","completed","58","69","72"
"female","group C","high school","free/reduced","none","65","77","69"
"female","group C","bachelor's degree","standard","none","65","73","74"
"male","group C","some college","standard","none","86","86","83"
"male","group C","bachelor's degree","free/reduced","none","67","64","68"
"male","group C","some high school","free/reduced","none","43","49","38"
"male","group E","master's degree","free/reduced","completed","65","59","61"
"male","group C","some high school","free/reduced","completed","69","68","72"
"female","group D","some college","standard","none","63","62","72"
"male","group B","some college","standard","completed","86","78","74"
"male","group D","some college","standard","none","82","68","66"
"male","group C","high school","free/reduced","none","66","62","54"
"female","group C","associate's degree","standard","none","61","76","67"
"male","group E","associate's degree","standard","none","100","99","94"
"female","group C","associate's degree","standard","completed","91","89","92"
"male","group D","bachelor's degree","free/reduced","none","71","63","67"
"female","group C","master's degree","standard","completed","79","84","89"
"male","group C","associate's degree","free/reduced","none","80","83","80"
"female","group C","bachelor's degree","standard","none","61","81","78"
"female","group C","some high school","standard","none","63","62","55"
"male","group D","some college","free/reduced","completed","79","77","73"
"male","group C","some high school","free/reduced","none","29","29","25"
"male","group E","associate's degree","free/reduced","completed","90","80","81"
"female","group C","high school","free/reduced","none","32","47","45"
"male","group D","some high school","standard","none","74","65","62"
"female","group C","associate's degree","standard","none","47","63","58"
"female","group A","master's degree","standard","none","75","90","91"
"female","group C","master's degree","free/reduced","completed","69","79","81"
"female","group E","some college","standard","none","71","73","72"
"female","group D","associate's degree","standard","none","66","81","87"
"female","group B","some college","standard","none","80","83","86"
"male","group D","bachelor's degree","standard","none","82","86","83"
"male","group C","some high school","standard","none","61","54","54"
"male","group D","some high school","free/reduced","none","64","67","53"
"male","group C","associate's degree","standard","completed","93","83","85"
"male","group C","some college","standard","none","36","27","33"
"female","group D","bachelor's degree","free/reduced","none","74","92","87"
"female","group C","bachelor's degree","standard","none","69","81","84"
"female","group D","some high school","standard","none","61","72","73"
"female","group C","bachelor's degree","standard","completed","67","76","79"
"male","group A","some high school","free/reduced","completed","74","79","74"
"female","group A","master's degree","standard","none","55","70","68"
"male","group B","high school","free/reduced","none","28","38","35"
"female","group B","high school","standard","none","76","78","79"
"female","group C","some college","free/reduced","none","41","52","50"
"male","group B","bachelor's degree","standard","none","87","85","82"
"female","group B","bachelor's degree","standard","none","76","87","83"
"male","group D","associate's degree","standard","none","78","67","62"
"female","group D","associate's degree","standard","completed","84","75","84"
"female","group E","some high school","standard","none","90","85","78"
"female","group A","some college","free/reduced","none","45","57","53"
"male","group D","some high school","free/reduced","none","78","70","70"
"female","group D","some college","free/reduced","none","47","65","66"
"female","group D","some college","free/reduced","none","45","59","59"
"male","group D","high school","free/reduced","none","56","53","47"
"male","group E","associate's degree","free/reduced","completed","82","69","75"
"male","group D","some high school","standard","none","32","31","30"
"female","group E","bachelor's degree","standard","completed","100","100","100"
"male","group A","some college","free/reduced","none","72","59","55"
"female","group B","associate's degree","free/reduced","none","75","83","82"
"male","group A","some high school","standard","none","66","67","59"
"male","group B","high school","free/reduced","none","53","65","52"
"female","group E","some college","free/reduced","completed","60","69","67"
"female","group E","some college","standard","completed","78","77","80"
"female","group C","some college","standard","none","65","65","65"
"male","group C","some college","standard","none","80","89","74"
"female","group C","bachelor's degree","standard","completed","74","80","89"
"female","group C","bachelor's degree","free/reduced","none","71","79","76"
"male","group D","some college","standard","none","69","61","64"
"female","group E","bachelor's degree","free/reduced","none","47","50","56"
"male","group E","some high school","standard","none","70","65","56"
"male","group C","some college","free/reduced","none","47","47","51"
"male","group A","associate's degree","free/reduced","completed","62","59","60"
"male","group C","associate's degree","standard","completed","61","68","60"
"male","group C","some college","standard","none","54","55","48"
"female","group C","associate's degree","standard","none","68","76","69"
"male","group E","associate's degree","standard","none","92","79","74"
"female","group B","master's degree","standard","none","50","64","62"
"male","group B","associate's degree","standard","completed","69","83","78"
"female","group B","bachelor's degree","standard","none","52","54","54"
"female","group E","high school","standard","none","87","79","80"
"female","group A","high school","standard","completed","68","76","77"
"female","group A","high school","standard","none","55","63","65"
"male","group B","high school","standard","none","83","70","68"
"male","group C","some high school","free/reduced","none","54","53","44"
"female","group D","some college","standard","completed","70","72","78"
"male","group B","high school","standard","none","57","47","48"
"female","group D","associate's degree","standard","none","79","85","87"
"male","group D","some college","standard","none","85","73","74"
"male","group D","some high school","free/reduced","completed","67","80","80"
"male","group C","some college","standard","completed","81","87","80"
"male","group B","bachelor's degree","standard","none","63","62","57"
"male","group B","some college","standard","none","60","54","46"
"male","group E","bachelor's degree","standard","completed","97","97","93"
"male","group C","bachelor's degree","free/reduced","completed","64","60","65"
"female","group D","associate's degree","standard","none","62","73","70"
"female","group D","bachelor's degree","standard","none","69","89","87"
"male","group C","bachelor's degree","standard","completed","97","97","95"
"female","group C","some college","standard","completed","73","87","83"
"male","group D","high school","standard","none","43","42","33"
"male","group B","master's degree","standard","none","77","76","79"
"male","group D","high school","standard","none","78","66","68"
"female","group A","some college","standard","none","80","75","76"
"female","group D","high school","standard","none","82","84","88"
"female","group B","some high school","free/reduced","none","63","83","73"
"female","group B","bachelor's degree","standard","none","56","65","63"
"female","group D","bachelor's degree","standard","none","67","82","80"
"female","group C","bachelor's degree","standard","completed","65","71","78"
"female","group A","high school","standard","none","44","53","45"
"female","group C","associate's degree","free/reduced","completed","72","89","94"
"male","group B","associate's degree","standard","none","68","71","65"
"female","group B","high school","standard","none","72","74","77"
"male","group D","bachelor's degree","standard","none","67","58","57"
"female","group D","high school","standard","none","64","60","66"
"female","group C","some college","standard","none","58","65","69"
"female","group A","master's degree","standard","none","60","72","73"
"male","group B","bachelor's degree","free/reduced","none","50","55","51"
"male","group C","some high school","standard","none","71","72","63"
"female","group D","some college","free/reduced","completed","68","78","82"
"female","group C","high school","free/reduced","completed","45","57","63"
"male","group B","high school","standard","completed","62","53","53"
"female","group E","high school","standard","none","80","67","75"
"female","group C","some high school","standard","completed","59","68","73"
"male","group B","high school","standard","completed","90","78","73"
"female","group C","some college","standard","completed","76","95","96"
"female","group C","some college","standard","none","71","86","89"
"female","group D","some high school","standard","none","95","96","96"
"female","group C","some college","free/reduced","none","50","63","59"
"male","group C","high school","free/reduced","completed","65","59","62"
"male","group C","some high school","standard","completed","83","76","78"
"male","group C","some college","standard","none","59","63","58"
"female","group C","some college","standard","completed","67","80","82"
"male","group C","high school","standard","completed","73","72","73"
"female","group E","high school","free/reduced","none","78","81","80"
"male","group D","high school","free/reduced","none","55","59","57"
"female","group B","associate's degree","free/reduced","none","67","85","77"
"male","group C","high school","standard","none","71","72","69"
"female","group A","some college","standard","completed","49","53","61"
"female","group D","associate's degree","standard","none","87","97","95"
"male","group C","high school","standard","completed","84","83","78"
"female","group E","some college","standard","completed","88","88","87"
"male","group B","master's degree","standard","completed","99","100","98"
"female","group C","some college","standard","none","85","89","93"
"female","group D","some college","standard","none","79","76","83"
"female","group C","high school","standard","completed","56","75","70"
"female","group D","master's degree","standard","none","87","95","96"
"female","group E","some college","free/reduced","completed","57","73","68"
"male","group A","some high school","standard","none","62","51","48"
"male","group D","some college","free/reduced","completed","53","52","56"
"female","group C","master's degree","standard","completed","74","83","91"
"female","group A","some high school","standard","completed","75","100","100"
"female","group D","high school","standard","none","47","61","60"
"female","group D","bachelor's degree","standard","none","67","81","81"
"male","group A","some college","free/reduced","none","73","67","70"
"female","group A","associate's degree","standard","none","61","64","62"
"male","group D","high school","standard","completed","76","70","67"
"female","group C","some high school","standard","none","49","43","48"
"female","group D","some college","standard","none","80","80","81"
"male","group C","master's degree","standard","completed","89","76","83"
"male","group D","high school","free/reduced","completed","78","67","66"
"female","group D","high school","free/reduced","completed","49","65","60"
"female","group A","master's degree","standard","completed","75","90","92"
"female","group B","high school","standard","none","39","50","46"
"male","group A","master's degree","free/reduced","completed","64","73","72"
"female","group C","some college","standard","completed","88","97","97"
"female","group C","some high school","free/reduced","none","40","53","44"
"female","group D","some high school","standard","none","76","82","82"
"female","group C","some college","free/reduced","completed","51","65","63"
"female","group A","some high school","free/reduced","none","47","63","59"
"male","group D","associate's degree","free/reduced","completed","74","74","70"
"male","group E","master's degree","standard","none","96","82","76"
"male","group B","associate's degree","standard","none","82","80","80"
"female","group C","some college","standard","none","71","68","65"
"female","group E","associate's degree","standard","completed","63","72","76"
"male","group B","some college","free/reduced","completed","56","70","62"
"male","group C","master's degree","standard","completed","78","74","78"
"male","group B","associate's degree","standard","none","69","49","53"
"female","group B","bachelor's degree","standard","completed","91","100","100"
"female","group D","master's degree","standard","completed","91","100","100"
"female","group D","bachelor's degree","free/reduced","none","72","85","84"
"male","group C","some college","standard","none","75","69","70"
"female","group D","some high school","free/reduced","none","29","30","37"
"female","group E","high school","standard","none","79","96","88"
"female","group D","some high school","standard","none","42","56","60"
"female","group B","high school","standard","none","34","51","46"
"male","group D","some college","standard","none","80","73","67"
"male","group D","bachelor's degree","free/reduced","none","76","82","76"
"female","group D","some high school","standard","none","71","76","76"
"male","group E","some high school","standard","none","56","46","46"
"female","group D","associate's degree","standard","completed","87","89","95"
"female","group D","some high school","free/reduced","none","63","70","78"
"female","group B","some college","standard","none","55","59","64"
"male","group A","master's degree","free/reduced","none","71","74","75"
"female","group D","associate's degree","free/reduced","none","87","98","95"
"female","group D","some high school","standard","completed","66","81","82"
"female","group D","some college","standard","completed","61","65","70"
"female","group C","bachelor's degree","free/reduced","none","51","60","61"
"male","group C","some college","free/reduced","none","60","47","39"
"male","group B","some college","free/reduced","none","47","62","56"
"male","group B","some college","free/reduced","completed","77","70","70"
