"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group D","some high school","free/reduced","none","67","59","53"
"male","group C","some college","free/reduced","none","45","54","49"
"female","group D","some high school","free/reduced","none","64","66","67"
"female","group C","bachelor's degree","free/reduced","completed","82","100","100"
"male","group E","associate's degree","standard","completed","100","93","88"
"female","group B","bachelor's degree","standard","none","84","94","96"
"female","group B","some college","free/reduced","none","40","57","56"
"female","group B","some college","standard","none","41","41","48"
"male","group C","high school","standard","none","68","61","62"
"female","group C","some high school","free/reduced","none","37","49","42"
"male","group D","high school","standard","completed","72","70","74"
"male","group A","some high school","standard","completed","90","73","75"
"female","group B","some college","standard","none","63","63","64"
"female","group D","bachelor's degree","free/reduced","none","83","93","94"
"male","group B","associate's degree","standard","completed","68","60","60"
"male","group D","bachelor's degree","free/reduced","none","78","83","84"
"male","group C","some high school","standard","none","57","64","57"
"female","group C","bachelor's degree","standard","completed","82","93","90"
"male","group C","some college","standard","none","82","87","76"
"female","group D","associate's degree","standard","none","87","100","99"
"female","group C","high school","free/reduced","none","68","86","83"
"male","group C","some college","standard","none","83","72","71"
"male","group C","some high school","standard","none","66","65","61"
"male","group B","some high school","free/reduced","none","53","48","41"
"female","group C","master's degree","free/reduced","none","45","59","66"
"male","group C","some college","standard","none","90","75","70"
"male","group E","high school","standard","none","75","71","63"
"male","group C","some high school","standard","completed","75","66","71"
"female","group C","high school","free/reduced","completed","82","99","93"
"female","group D","high school","standard","completed","68","60","67"
"female","group C","some high school","standard","none","55","59","64"
"male","group A","some college","free/reduced","none","55","53","51"
"male","group D","some high school","standard","completed","75","72","71"
"female","group B","some college","standard","none","66","66","71"
"female","group D","some high school","free/reduced","none","64","68","70"
"male","group B","high school","standard","none","84","79","80"
"female","group B","associate's degree","standard","completed","94","100","100"
"male","group D","master's degree","standard","completed","81","77","81"
"female","group E","some high school","standard","none","82","84","78"
"female","group D","associate's degree","standard","none","75","89","89"
"male","group D","associate's degree","standard","none","63","54","53"
"female","group E","some college","standard","none","57","62","55"
"male","group B","some college","standard","completed","84","72","73"
"male","group B","some high school","standard","none","66","63","57"
"female","group D","some college","standard","none","62","72","67"
"male","group B","bachelor's degree","free/reduced","none","60","66","67"
"female","group C","some high school","standard","none","57","56","56"
"female","group B","master's degree","standard","none","79","89","79"
"male","group B","high school","free/reduced","none","51","45","43"
"female","group C","some college","free/reduced","none","44","69","61"
"female","group E","some college","standard","none","59","66","62"
"male","group E","high school","free/reduced","completed","95","79","79"
"female","group C","some college","standard","completed","60","81","76"
"female","group B","some high school","standard","completed","63","81","76"
"male","group C","some college","standard","completed","74","79","70"
"female","group D","high school","free/reduced","none","63","70","63"
"female","group B","some high school","standard","completed","70","72","76"
"male","group B","associate's degree","free/reduced","none","63","66","61"
"female","group C","bachelor's degree","standard","completed","48","56","57"
"female","group D","some high school","free/reduced","completed","51","61","62"
"male","group A","high school","standard","completed","80","91","89"
"male","group D","some college","free/reduced","completed","54","55","53"
"male","group C","master's degree","standard","completed","87","74","70"
"male","group C","high school","standard","none","73","73","72"
"female","group C","associate's degree","standard","completed","53","62","69"
"female","group D","high school","standard","none","74","85","84"
"male","group C","some college","standard","none","64","67","64"
"male","group D","some college","standard","none","74","73","71"
"male","group C","high school","standard","none","47","54","39"
"male","group A","bachelor's degree","standard","none","77","82","85"
"female","group C","some college","free/reduced","none","18","36","36"
"male","group B","bachelor's degree","free/reduced","completed","56","59","59"
"male","group C","some college","standard","completed","62","70","65"
"male","group C","associate's degree","free/reduced","none","72","67","57"
"male","group B","some college","free/reduced","completed","73","65","65"
"male","group D","high school","free/reduced","none","63","64","59"
"female","group C","associate's degree","standard","completed","83","98","100"
"female","group B","high school","free/reduced","none","43","67","61"
"female","group A","some high school","standard","none","60","69","68"
"female","group E","bachelor's degree","standard","completed","85","86","88"
"female","group E","bachelor's degree","standard","none","76","94","90"
"male","group B","high school","standard","none","75","77","72"
"male","group E","high school","free/reduced","none","84","83","77"
"female","group D","high school","free/reduced","none","51","61","59"
"female","group D","high school","standard","none","76","84","81"
"female","group D","some college","standard","none","62","73","77"
"female","group D","some college","standard","none","71","77","75"
"male","group C","some high school","free/reduced","completed","57","67","57"
"male","group D","some high school","standard","none","64","57","54"
"female","group B","some high school","standard","none","84","85","84"
"female","group E","some high school","standard","none","50","54","50"
"female","group E","high school","free/reduced","none","48","45","46"
"female","group A","some college","standard","none","69","68","74"
"female","group B","associate's degree","standard","completed","62","69","64"
"female","group B","associate's degree","free/reduced","completed","78","90","93"
"female","group B","some college","free/reduced","none","68","79","77"
"male","group D","high school","standard","none","87","94","88"
"female","group E","bachelor's degree","standard","none","63","67","60"
"female","group A","some high school","standard","none","54","57","59"
"female","group D","some college","standard","none","58","68","71"
"male","group A","some college","standard","completed","75","81","73"
"female","group A","high school","free/reduced","none","23","33","30"
"female","group C","some college","standard","none","69","82","78"
"male","group D","some college","standard","completed","100","89","92"
"male","group D","some college","free/reduced","none","42","33","33"
"female","group A","associate's degree","standard","none","69","74","76"
"male","group E","some high school","standard","completed","78","78","76"
"female","group B","some college","standard","none","55","56","53"
"female","group D","master's degree","standard","completed","58","70","82"
"female","group D","some college","standard","none","62","68","68"
"female","group E","high school","standard","none","75","78","77"
"female","group E","associate's degree","standard","none","86","84","84"
"female","group C","associate's degree","standard","completed","73","85","90"
"male","group D","some high school","standard","none","87","74","72"
"female","group E","associate's degree","free/reduced","completed","63","71","74"
"male","group D","master's degree","free/reduced","none","77","75","73"
"female","group C","associate's degree","free/reduced","none","79","83","78"
"female","group E","bachelor's degree","standard","completed","100","100","100"
"female","group C","high school","standard","none","83","87","86"
"female","group E","some high school","standard","none","69","81","79"
"male","group C","some high school","free/reduced","completed","64","71","70"
"female","group C","associate's degree","free/reduced","completed","54","77","79"
"female","group D","some high school","standard","completed","56","78","83"
"male","group C","some college","standard","none","68","56","49"
"female","group A","bachelor's degree","free/reduced","completed","34","58","60"
"female","group E","some college","standard","none","45","42","45"
"male","group C","bachelor's degree","standard","none","99","96","85"
"female","group C","some college","free/reduced","completed","53","80","78"
"female","group C","some high school","standard","none","37","45","42"
"male","group E","high school","standard","completed","82","73","72"
"female","group C","bachelor's degree","standard","none","58","64","61"
"female","group C","some college","free/reduced","none","65","79","73"
"female","group D","some college","free/reduced","none","81","88","86"
"female","group D","bachelor's degree","standard","none","50","64","70"
"male","group D","associate's degree","standard","none","62","60","57"
"male","group D","associate's degree","free/reduced","none","26","23","25"
"male","group D","associate's degree","free/reduced","none","80","69","70"
"female","group E","bachelor's degree","standard","none","95","100","98"
"female","group C","associate's degree","standard","none","51","56","57"
"male","group E","some college","standard","none","85","71","65"
"male","group C","high school","standard","none","59","49","46"
"female","group A","bachelor's degree","standard","none","74","85","85"
"male","group B","some college","standard","none","63","58","53"
"female","group D","some high school","standard","completed","96","100","100"
"male","group C","some college","standard","none","51","44","46"
"female","group E","bachelor's degree","free/reduced","completed","72","82","87"
"female","group B","some high school","standard","none","51","66","64"
"female","group B","associate's degree","free/reduced","none","61","64","67"
"male","group D","some high school","standard","completed","75","63","66"
"female","group E","bachelor's degree","standard","none","62","69","64"
"female","group D","some high school","standard","none","50","62","61"
"female","group D","master's degree","free/reduced","none","67","74","77"
"male","group B","some college","standard","none","62","65","60"
"male","group D","associate's degree","standard","none","78","72","77"
"female","group D","high school","free/reduced","completed","34","39","46"
"female","group D","master's degree","free/reduced","completed","49","67","74"
"female","group C","some college","standard","none","53","68","63"
"female","group A","some college","standard","none","70","71","68"
"male","group D","master's degree","standard","none","62","61","59"
"female","group B","some high school","standard","completed","74","83","79"
"female","group D","master's degree","free/reduced","none","68","68","80"
"female","group B","bachelor's degree","free/reduced","completed","62","71","73"
"male","group E","master's degree","free/reduced","none","90","89","89"
"male","group E","some high school","free/reduced","none","74","69","61"
"male","group E","some high school","standard","none","67","61","57"
"female","group D","some college","standard","completed","74","84","90"
"male","group B","high school","free/reduced","none","61","59","57"
"female","group C","some college","standard","completed","80","87","95"
"female","group D","master's degree","standard","none","91","100","100"
"male","group C","some college","standard","none","68","65","68"
"male","group C","master's degree","standard","none","98","80","82"
"female","group B","some high school","free/reduced","none","46","55","45"
"male","group C","associate's degree","standard","none","83","79","72"
"male","group D","associate's degree","standard","none","53","55","50"
"male","group E","some college","free/reduced","completed","89","89","88"
"male","group E","bachelor's degree","standard","completed","81","79","77"
"female","group C","associate's degree","standard","none","89","98","88"
"male","group D","associate's degree","standard","completed","87","84","90"
"male","group A","some college","standard","completed","90","87","87"
"male","group C","associate's degree","standard","none","87","81","78"
"male","group D","some college","free/reduced","completed","68","64","68"
"female","group D","master's degree","standard","completed","90","100","100"
"male","group C","high school","standard","none","85","84","77"
"male","group C","some college","standard","completed","68","68","61"
"female","group A","associate's degree","standard","none","54","51","52"
"male","group A","bachelor's degree","standard","none","60","60","54"
"male","group C","some high school","free/reduced","none","68","57","51"
"male","group B","some high school","standard","none","52","42","37"
"male","group E","some college","standard","completed","85","82","82"
"female","group A","some college","standard","completed","58","75","75"
"male","group D","some high school","standard","completed","69","49","52"
"female","group C","bachelor's degree","free/reduced","none","70","66","75"
"female","group C","some high school","standard","completed","65","74","76"
"male","group A","some college","free/reduced","completed","68","64","65"
"male","group B","high school","standard","none","52","46","43"
"female","group A","some high school","standard","none","71","82","81"
"female","group E","high school","free/reduced","completed","69","79","79"
"female","group C","high school","standard","none","36","49","49"
"female","group E","some college","free/reduced","none","70","87","81"
"male","group B","associate's degree","free/reduced","completed","78","89","84"
"male","group C","some college","standard","none","59","59","61"
"female","group C","high school","free/reduced","completed","50","67","65"
"female","group D","some high school","free/reduced","none","55","62","56"
"female","group C","associate's degree","free/reduced","completed","80","93","96"
"female","group C","master's degree","free/reduced","completed","66","86","88"
"male","group C","high school","standard","none","79","68","62"
"female","group D","some college","standard","none","59","77","76"
"female","group D","bachelor's degree","free/reduced","none","58","67","70"
"male","group D","some high school","standard","completed","63","64","62"
"female","group A","some high school","standard","completed","83","91","92"
"male","group D","some college","standard","none","80","75","76"
"male","group E","associate's degree","standard","completed","69","61","55"
"female","group E","associate's degree","free/reduced","none","82","97","92"
"male","group C","associate's degree","standard","none","56","53","50"
"male","group D","master's degree","standard","completed","95","93","92"
"male","group C","some high school","free/reduced","none","49","44","39"
"female","group C","associate's degree","free/reduced","none","46","62","51"
"male","group B","associate's degree","standard","none","78","72","70"
"male","group A","high school","standard","none","61","63","55"
"male","group C","some college","standard","completed","78","76","72"
"female","group B","associate's degree","standard","none","69","71","70"
"male","group D","some high school","standard","none","70","73","62"
"male","group D","bachelor's degree","standard","completed","99","96","96"
"male","group C","master's degree","standard","none","79","76","76"
"male","group B","some college","standard","none","75","71","66"
"female","group D","high school","free/reduced","completed","79","82","85"
"female","group C","some college","free/reduced","completed","52","57","61"
"male","group C","master's degree","standard","none","65","65","60"
"male","group E","associate's degree","free/reduced","completed","82","88","90"
"male","group D","some high school","standard","none","64","58","54"
"female","group E","master's degree","standard","none","93","93","90"
"male","group E","high school","standard","completed","72","70","68"
"male","group D","some high school","standard","none","74","73","71"
"male","group E","some high school","standard","none","83","78","75"
"male","group D","associate's degree","standard","none","61","55","57"
"male","group C","some high school","standard","completed","79","70","73"
"female","group C","associate's degree","standard","none","73","77","77"
"female","group C","bachelor's degree","standard","none","75","76","75"
"female","group B","associate's degree","free/reduced","none","46","63","55"
"male","group D","bachelor's degree","standard","none","76","62","59"
"female","group E","master's degree","free/reduced","completed","68","78","79"
"male","group E","some high school","standard","none","68","68","61"
"female","group C","high school","free/reduced","none","43","59","56"
"male","group D","high school","free/reduced","completed","53","49","48"
"female","group C","some college","standard","completed","89","85","90"
"female","group C","some college","standard","completed","70","84","82"
"male","group C","associate's degree","free/reduced","none","56","55","49"
"female","group C","some college","standard","none","85","86","87"
"female","group B","master's degree","free/reduced","completed","44","59","62"
"female","group B","bachelor's degree","standard","completed","87","93","99"
"female","group C","associate's degree","standard","completed","75","84","90"
"male","group B","some high school","free/reduced","none","50","51","49"
"male","group D","some high school","standard","none","80","79","82"
"male","group E","some high school","free/reduced","none","61","69","66"
"male","group C","high school","standard","none","74","64","63"
"female","group C","some high school","free/reduced","none","41","59","55"
"male","group C","master's degree","free/reduced","none","74","70","64"
"male","group E","some college","standard","none","72","64","58"
"male","group C","some high school","free/reduced","none","59","55","53"
"male","group B","some high school","standard","none","61","62","54"
"male","group E","high school","free/reduced","completed","85","77","70"
"female","group D","some high school","free/reduced","none","32","43","45"
"male","group C","associate's degree","standard","completed","65","64","64"
"female","group D","some college","free/reduced","none","53","63","62"
"male","group C","high school","free/reduced","none","68","59","57"
"female","group A","associate's degree","standard","none","75","93","88"
"male","group C","associate's degree","standard","completed","67","59","60"
"male","group D","high school","free/reduced","none","57","56","51"
"female","group B","some college","standard","none","62","68","72"
"male","group C","some college","standard","none","70","64","63"
"female","group E","master's degree","free/reduced","none","73","82","83"
"female","group C","some high school","standard","completed","77","94","88"
"female","group C","some high school","standard","completed","88","100","96"
"male","group C","master's degree","standard","completed","86","94","88"
"male","group D","high school","standard","none","76","69","61"
"female","group C","associate's degree","standard","none","50","51","56"
"female","group D","high school","free/reduced","none","32","41","33"
"male","group D","some high school","free/reduced","completed","71","70","66"
"male","group D","master's degree","standard","none","84","77","81"
"female","group D","bachelor's degree","standard","none","36","43","48"
"male","group E","associate's degree","free/reduced","completed","72","75","68"
"male","group D","associate's degree","free/reduced","none","48","48","46"
"male","group E","some college","standard","completed","100","98","100"
"female","group C","high school","standard","none","67","76","76"
"male","group E","bachelor's degree","standard","none","80","76","71"
"male","group C","master's degree","standard","completed","81","63","70"
"female","group D","associate's degree","free/reduced","completed","52","64","71"
"male","group E","some college","free/reduced","completed","72","66","64"
"female","group E","some college","standard","none","54","63","52"
"female","group B","associate's degree","standard","none","67","76","76"
"male","group D","some high school","free/reduced","none","43","36","29"
"male","group E","master's degree","free/reduced","completed","100","89","98"
"male","group B","high school","free/reduced","none","66","59","59"
"male","group D","some college","standard","none","52","51","52"
"male","group B","some high school","free/reduced","none","49","47","41"
"male","group C","master's degree","free/reduced","none","53","49","51"
"female","group D","some college","free/reduced","none","74","87","84"
"male","group B","associate's degree","standard","completed","92","90","85"
"male","group D","associate's degree","standard","completed","72","70","63"
"male","group C","some college","standard","none","59","41","40"
"male","group D","associate's degree","free/reduced","completed","76","83","81"
"male","group B","master's degree","free/reduced","completed","60","66","64"
"female","group E","bachelor's degree","free/reduced","none","75","82","82"
"male","group E","high school","standard","none","82","70","64"
"male","group B","associate's degree","standard","completed","61","56","54"
"female","group C","associate's degree","standard","completed","55","75","80"
"female","group B","bachelor's degree","standard","completed","68","70","75"
"female","group A","high school","standard","none","79","94","91"
"male","group D","associate's degree","standard","completed","78","70","74"
"male","group B","some high school","standard","completed","71","60","64"
"male","group B","master's degree","standard","completed","78","86","86"
"female","group C","bachelor's degree","free/reduced","completed","72","90","86"
"male","group B","some college","free/reduced","completed","54","45","49"
"female","group D","some high school","standard","completed","68","72","78"
"male","group C","some high school","free/reduced","none","77","68","67"
"female","group D","high school","standard","none","42","47","51"
"female","group E","bachelor's degree","standard","none","83","91","89"
"female","group C","some college","free/reduced","completed","52","76","71"
"female","group C","master's degree","standard","none","80","86","85"
"male","group C","bachelor's degree","standard","completed","97","85","85"
"female","group C","bachelor's degree","free/reduced","none","66","74","72"
"female","group A","some high school","standard","completed","78","79","80"
"female","group D","associate's degree","standard","none","82","85","91"
"male","group E","high school","standard","none","68","60","57"
"male","group C","associate's degree","free/reduced","completed","65","73","69"
"female","group E","some college","free/reduced","none","65","82","72"
"male","group D","associate's degree","standard","completed","90","88","91"
"female","group E","associate's degree","standard","completed","51","56","58"
"female","group D","associate's degree","free/reduced","none","61","66","70"
"female","group D","associate's degree","standard","none","73","77","70"
"male","group D","associate's degree","standard","none","82","74","80"
"female","group D","associate's degree","standard","none","46","59","53"
"female","group E","some college","free/reduced","none","52","61","58"
"female","group D","associate's degree","standard","none","78","83","92"
"male","group C","some college","standard","none","85","70","71"
"male","group C","some college","free/reduced","completed","51","47","47"
"female","group B","some college","standard","completed","55","73","67"
"male","group C","associate's degree","free/reduced","none","56","55","54"
"female","group C","some college","standard","none","62","69","69"
"male","group C","some college","standard","completed","88","96","93"
"female","group B","associate's degree","standard","completed","75","88","92"
"female","group B","master's degree","free/reduced","none","31","51","45"
"female","group B","associate's degree","standard","none","51","62","58"
"male","group D","some high school","standard","none","72","73","65"
"female","group E","associate's degree","standard","completed","91","100","100"
"female","group E","bachelor's degree","standard","none","92","92","90"
"male","group B","some high school","standard","none","71","62","64"
"female","group D","associate's degree","standard","none","57","70","70"
"female","group E","some college","free/reduced","completed","72","85","86"
"male","group D","some college","standard","none","72","67","66"
"male","group C","some high school","free/reduced","none","59","59","55"
"female","group D","some high school","standard","none","41","48","50"
"female","group D","high school","free/reduced","none","64","78","75"
"female","group A","associate's degree","standard","none","57","71","71"
"female","group A","bachelor's degree","standard","none","82","81","81"
"female","group B","bachelor's degree","standard","none","56","79","77"
"female","group C","high school","standard","completed","78","81","84"
"male","group C","associate's degree","standard","none","62","55","54"
"female","group E","associate's degree","standard","completed","66","70","78"
"female","group B","some college","standard","completed","74","83","75"
"female","group E","some college","standard","completed","82","100","100"
"female","group C","associate's degree","standard","none","83","93","98"
"female","group C","associate's degree","standard","none","79","100","97"
"male","group E","bachelor's degree","standard","completed","77","68","67"
"female","group D","some college","standard","none","73","72","75"
"male","group B","high school","free/reduced","completed","78","84","77"
"male","group E","bachelor's degree","standard","none","82","75","71"
"female","group E","high school","standard","none","86","83","87"
"male","group D","some high school","standard","completed","70","71","67"
"female","group D","some college","free/reduced","none","67","91","82"
"male","group E","high school","standard","none","76","57","60"
"female","group C","some college","free/reduced","completed","45","46","52"
"female","group C","some high school","free/reduced","none","65","75","72"
"male","group E","high school","free/reduced","completed","72","66","59"
"female","group E","associate's degree","standard","completed","72","72","77"
"female","group B","bachelor's degree","free/reduced","none","63","81","71"
"female","group B","master's degree","free/reduced","none","55","58","64"
"male","group D","some college","free/reduced","none","63","67","62"
"female","group D","bachelor's degree","free/reduced","none","74","76","79"
"male","group B","high school","standard","completed","61","62","67"
"female","group E","master's degree","free/reduced","none","83","100","95"
"female","group D","associate's degree","standard","completed","73","88","86"
"female","group E","some college","standard","none","55","56","55"
"male","group C","some college","standard","completed","82","79","77"
"female","group A","high school","standard","none","63","69","66"
"female","group E","master's degree","free/reduced","none","77","80","77"
"female","group D","some high school","standard","completed","77","94","99"
"male","group B","some college","free/reduced","none","30","32","27"
"female","group C","associate's degree","standard","completed","83","98","93"
"male","group D","associate's degree","free/reduced","completed","63","66","70"
"female","group C","high school","free/reduced","none","35","50","51"
"male","group B","associate's degree","standard","none","66","64","59"
"female","group D","some college","free/reduced","none","42","56","61"
"female","group E","high school","free/reduced","none","65","81","75"
"male","group D","bachelor's degree","standard","completed","83","66","76"
"female","group D","bachelor's degree","free/reduced","completed","45","63","64"
"female","group C","associate's degree","standard","completed","98","100","100"
"male","group B","some college","free/reduced","completed","47","52","49"
"female","group C","bachelor's degree","free/reduced","none","62","66","67"
"male","group D","high school","standard","none","74","68","61"
"female","group C","bachelor's degree","standard","completed","72","87","88"
"female","group E","master's degree","standard","none","56","72","69"
"male","group E","some college","standard","none","77","76","73"
"female","group B","bachelor's degree","standard","completed","82","100","100"
"male","group C","bachelor's degree","standard","completed","89","81","81"
"male","group A","high school","free/reduced","none","41","35","39"
"female","group D","high school","standard","none","60","62","59"
"female","group C","high school","free/reduced","none","40","41","44"
"male","group D","high school","standard","none","73","60","59"
"male","group B","associate's degree","standard","none","71","73","68"
"male","group C","associate's degree","standard","completed","75","70","69"
"male","group A","some high school","standard","none","56","60","51"
"male","group D","master's degree","standard","none","87","79","79"
"female","group D","some high school","free/reduced","none","46","53","49"
"male","group B","high school","standard","none","84","78","73"
"female","group B","associate's degree","free/reduced","none","70","81","86"
"male","group C","some high school","standard","none","83","86","77"
