"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","some high school","standard","none","61","67","67"
"female","group D","high school","standard","none","81","81","84"
"male","group D","master's degree","free/reduced","completed","67","78","71"
"female","group B","high school","free/reduced","none","31","32","32"
"female","group D","high school","standard","completed","95","100","100"
"female","group C","some college","free/reduced","completed","68","70","78"
"female","group E","some high school","standard","none","51","59","57"
"female","group C","some high school","free/reduced","none","51","61","56"
"male","group C","bachelor's degree","free/reduced","none","54","62","58"
"male","group B","associate's degree","standard","none","61","61","56"
"female","group C","some college","free/reduced","none","38","47","49"
"male","group D","high school","free/reduced","none","76","83","75"
"male","group D","high school","free/reduced","completed","68","65","68"
"male","group C","master's degree","standard","completed","60","63","63"
"female","group D","associate's degree","standard","none","64","73","72"
"male","group C","high school","standard","none","81","80","70"
"female","group A","some college","standard","none","82","86","80"
"male","group E","some high school","free/reduced","none","63","60","54"
"female","group B","associate's degree","free/reduced","none","26","48","40"
"female","group C","some college","standard","completed","79","92","90"
"male","group B","high school","free/reduced","none","59","62","56"
"female","group C","high school","free/reduced","completed","46","59","64"
"male","group C","bachelor's degree","standard","completed","82","79","79"
"female","group D","some high school","standard","none","55","60","61"
"male","group D","some high school","standard","completed","94","84","84"
"female","group C","some college","free/reduced","none","59","67","66"
"male","group D","some college","standard","none","87","72","74"
"female","group C","some high school","standard","completed","59","75","75"
"female","group C","some college","standard","none","57","74","71"
"female","group D","some college","standard","none","55","65","66"
"male","group C","some college","free/reduced","completed","60","76","76"
"female","group C","associate's degree","free/reduced","none","73","87","84"
"male","group C","associate's degree","standard","none","56","54","49"
"male","group B","high school","free/reduced","none","63","60","60"
"male","group C","associate's degree","standard","none","80","76","76"
"male","group E","some college","standard","none","89","75","75"
"female","group C","bachelor's degree","standard","none","53","63","62"
"female","group B","associate's degree","standard","none","58","61","54"
"female","group E","some college","standard","none","77","84","78"
"female","group C","bachelor's degree","standard","none","65","62","64"
"male","group B","some college","standard","completed","63","74","71"
"female","group D","master's degree","free/reduced","none","70","87","86"
"male","group A","some high school","standard","none","38","45","36"
"female","group C","high school","standard","none","56","68","69"
"male","group D","bachelor's degree","standard","none","71","61","66"
"male","group C","some college","standard","completed","68","70","72"
"female","group E","some high school","standard","completed","93","100","99"
"female","group C","high school","standard","completed","73","79","83"
"male","group C","high school","free/reduced","completed","65","58","66"
"female","group C","high school","standard","completed","39","49","49"
"female","group D","bachelor's degree","standard","none","89","97","100"
"male","group D","associate's degree","free/reduced","completed","70","69","68"
"female","group B","master's degree","standard","none","76","78","77"
"male","group B","some college","standard","none","66","56","58"
"male","group D","some high school","free/reduced","completed","72","81","82"
"male","group E","some college","free/reduced","none","61","60","55"
"male","group C","bachelor's degree","standard","none","82","82","76"
"female","group B","some college","standard","none","42","51","49"
"male","group D","some high school","free/reduced","completed","38","39","43"
"male","group C","some college","standard","none","91","84","82"
"female","group C","some high school","standard","none","87","85","77"
"male","group B","high school","standard","completed","77","81","81"
"female","group E","some college","standard","none","69","69","70"
"female","group C","high school","free/reduced","none","46","53","54"
"male","group D","high school","free/reduced","none","72","66","65"
"male","group B","some high school","standard","completed","65","66","62"
"male","group D","some high school","free/reduced","none","57","55","52"
"male","group B","associate's degree","standard","none","71","69","63"
"female","group B","bachelor's degree","standard","completed","81","88","88"
"female","group C","some college","free/reduced","none","79","80","84"
"male","group C","high school","standard","none","66","64","56"
"male","group E","some college","free/reduced","none","69","57","59"
"female","group D","some high school","standard","completed","66","77","76"
"female","group D","associate's degree","standard","none","79","96","88"
"male","group C","associate's degree","standard","none","72","73","61"
"male","group B","high school","standard","none","70","69","59"
"female","group E","some college","standard","completed","85","88","90"
"female","group C","some college","standard","completed","73","80","80"
"female","group A","high school","free/reduced","completed","56","71","69"
"male","group C","bachelor's degree","standard","none","69","63","66"
"female","group C","bachelor's degree","standard","none","79","86","83"
"male","group B","associate's degree","standard","completed","88","83","85"
"male","group E","associate's degree","standard","none","79","75","67"
"male","group A","bachelor's degree","free/reduced","completed","71","72","72"
"male","group C","some college","free/reduced","none","62","59","54"
"male","group A","some high school","standard","none","68","54","56"
"male","group C","bachelor's degree","standard","completed","84","82","79"
"male","group C","master's degree","free/reduced","none","59","54","62"
"female","group C","high school","standard","completed","84","88","95"
"male","group E","high school","free/reduced","none","83","80","74"
"male","group B","associate's degree","standard","none","74","78","68"
"male","group C","master's degree","standard","none","64","52","48"
"male","group D","some high school","standard","completed","57","62","61"
"female","group C","high school","standard","none","68","75","74"
"male","group E","associate's degree","standard","completed","100","97","91"
"male","group B","some high school","free/reduced","none","67","68","58"
"male","group E","high school","standard","none","72","64","60"
"male","group E","some college","standard","completed","95","89","87"
"male","group D","some high school","standard","none","51","50","47"
"female","group B","associate's degree","standard","none","46","57","55"
"female","group D","some high school","standard","completed","49","47","55"
"male","group D","some high school","standard","none","75","63","63"
"female","group E","some college","standard","completed","67","61","70"
"male","group B","some college","standard","none","68","51","45"
"female","group D","some high school","standard","completed","85","88","87"
"male","group D","high school","free/reduced","completed","46","53","50"
"male","group B","some high school","standard","none","71","61","56"
"male","group C","associate's degree","standard","completed","75","66","71"
"female","group C","some college","free/reduced","completed","52","59","66"
"female","group D","some college","free/reduced","completed","66","77","83"
"female","group C","high school","free/reduced","none","50","62","58"
"male","group A","bachelor's degree","free/reduced","none","52","50","42"
"male","group B","some high school","standard","completed","78","82","81"
"male","group D","some high school","standard","completed","94","86","95"
"female","group D","some high school","free/reduced","completed","47","63","59"
"male","group C","some high school","free/reduced","none","74","63","62"
"female","group E","some high school","standard","none","84","83","71"
"male","group B","associate's degree","standard","none","70","67","63"
"male","group C","associate's degree","standard","completed","82","87","86"
"male","group E","some high school","standard","none","89","75","70"
"female","group E","high school","standard","none","77","76","69"
"male","group D","bachelor's degree","standard","none","92","78","81"
"female","group D","some high school","standard","none","64","67","70"
"male","group B","some college","standard","none","64","55","47"
"male","group C","bachelor's degree","standard","none","65","61","63"
"male","group E","high school","standard","none","51","38","34"
"female","group D","high school","free/reduced","completed","48","66","68"
"male","group E","bachelor's degree","standard","completed","100","86","91"
"female","group D","high school","standard","completed","74","86","86"
"male","group B","high school","free/reduced","none","64","56","51"
"female","group C","some high school","standard","completed","42","55","57"
"male","group D","bachelor's degree","standard","none","81","73","74"
"male","group D","high school","free/reduced","completed","72","83","80"
"female","group D","master's degree","free/reduced","none","76","90","95"
"male","group C","master's degree","free/reduced","none","89","88","82"
"male","group B","associate's degree","standard","none","64","57","51"
"female","group D","some college","standard","none","57","56","59"
"female","group E","bachelor's degree","free/reduced","none","85","90","82"
"female","group C","some college","free/reduced","completed","68","79","77"
"male","group C","some high school","free/reduced","none","61","65","52"
"male","group C","high school","standard","none","92","90","81"
"male","group C","master's degree","free/reduced","none","54","50","50"
"female","group D","bachelor's degree","standard","none","69","76","73"
"female","group D","master's degree","standard","none","62","64","68"
"male","group B","high school","standard","completed","68","60","54"
"female","group D","some college","standard","none","62","58","62"
"female","group E","high school","standard","none","84","87","90"
"male","group B","bachelor's degree","standard","none","56","56","53"
"male","group C","high school","standard","completed","58","67","58"
"female","group C","some high school","standard","none","54","71","58"
"female","group D","master's degree","standard","completed","75","88","92"
"male","group C","associate's degree","free/reduced","none","88","79","77"
"male","group E","master's degree","standard","completed","71","70","67"
"male","group C","associate's degree","free/reduced","none","83","81","75"
"male","group B","some college","standard","none","59","46","50"
"female","group D","master's degree","standard","none","61","81","79"
"male","group B","some high school","standard","none","24","29","21"
"female","group D","associate's degree","free/reduced","none","54","71","71"
"male","group C","some high school","standard","completed","81","81","78"
"female","group C","associate's degree","free/reduced","none","44","70","61"
"male","group A","associate's degree","standard","completed","79","77","77"
"male","group D","some college","standard","none","75","65","65"
"male","group D","some high school","free/reduced","none","60","68","65"
"male","group D","associate's degree","standard","none","57","50","51"
"male","group D","some high school","standard","completed","89","87","86"
"male","group C","associate's degree","standard","none","47","45","41"
"male","group E","high school","standard","none","85","70","68"
"female","group B","high school","standard","none","42","52","44"
"female","group B","associate's degree","standard","none","59","61","65"
"female","group C","some high school","standard","none","45","60","56"
"female","group C","bachelor's degree","standard","none","63","74","75"
"female","group D","some college","standard","none","56","59","63"
"female","group D","high school","standard","completed","72","81","83"
"female","group C","high school","free/reduced","completed","73","96","92"
"male","group E","associate's degree","standard","completed","82","78","73"
"female","group C","some high school","standard","completed","69","82","82"
"female","group C","some college","free/reduced","none","58","70","68"
"female","group A","some high school","standard","none","58","67","66"
"male","group D","high school","standard","none","75","70","69"
"female","group D","associate's degree","standard","none","62","65","59"
"male","group D","high school","free/reduced","completed","49","53","55"
"male","group B","some college","standard","none","55","62","62"
"male","group C","high school","free/reduced","none","54","51","39"
"female","group C","some high school","standard","none","66","81","75"
"female","group D","some high school","standard","none","46","56","58"
"male","group C","some college","standard","none","81","68","65"
"female","group C","bachelor's degree","free/reduced","completed","70","85","89"
"male","group C","bachelor's degree","standard","completed","89","83","85"
"male","group C","associate's degree","standard","completed","87","91","92"
"male","group B","master's degree","standard","none","73","68","69"
"female","group B","some college","standard","completed","90","100","97"
"female","group C","associate's degree","standard","none","55","74","75"
"female","group D","some college","standard","completed","73","85","88"
"female","group B","some high school","standard","none","74","74","72"
"female","group C","some college","standard","none","51","63","55"
"male","group C","high school","standard","none","86","86","79"
"female","group C","some high school","standard","completed","79","85","84"
"female","group D","some college","standard","completed","91","100","100"
"male","group C","some high school","standard","none","75","63","65"
"female","group A","associate's degree","standard","none","57","67","67"
"male","group D","master's degree","free/reduced","completed","77","81","81"
"male","group E","high school","standard","none","86","73","70"
"female","group D","some college","standard","none","69","71","73"
"female","group D","some college","free/reduced","none","46","49","55"
"male","group B","high school","standard","completed","46","57","49"
"female","group C","high school","free/reduced","none","32","48","42"
"male","group C","high school","free/reduced","none","25","19","22"
"female","group B","high school","free/reduced","none","53","70","65"
"female","group C","some college","standard","completed","75","74","77"
"male","group C","associate's degree","standard","none","62","60","65"
"male","group C","master's degree","free/reduced","completed","92","87","88"
"male","group E","high school","standard","none","92","79","79"
"male","group A","some high school","standard","none","69","64","61"
"female","group C","high school","standard","completed","69","73","71"
"male","group A","some high school","standard","none","69","52","54"
"male","group C","associate's degree","standard","completed","68","60","63"
"female","group B","bachelor's degree","free/reduced","none","46","53","52"
"female","group B","some college","standard","none","60","72","70"
"female","group C","some high school","free/reduced","completed","45","61","56"
"female","group C","high school","free/reduced","completed","55","61","65"
"female","group B","some college","standard","completed","80","92","97"
"male","group C","some college","standard","none","88","79","78"
"female","group A","master's degree","standard","none","63","87","81"
"male","group B","high school","standard","none","65","51","50"
"male","group B","associate's degree","standard","none","68","69","66"
"male","group C","some high school","free/reduced","completed","66","65","59"
"female","group C","high school","free/reduced","completed","64","74","77"
"female","group D","bachelor's degree","standard","none","81","86","87"
"male","group B","some high school","standard","none","89","77","74"
"male","group C","high school","standard","completed","73","64","69"
"male","group C","some high school","standard","completed","84","84","77"
"female","group D","some college","standard","none","65","67","75"
"male","group D","associate's degree","standard","completed","71","54","55"
"male","group C","associate's degree","standard","none","48","50","43"
"male","group D","some college","standard","completed","54","44","51"
"female","group B","some high school","free/reduced","completed","39","47","49"
"male","group B","master's degree","standard","none","70","56","54"
"male","group D","some college","standard","completed","72","73","78"
"female","group E","some college","standard","none","93","90","92"
"male","group B","some college","standard","completed","83","90","89"
"male","group D","bachelor's degree","free/reduced","completed","60","62","67"
"male","group B","some college","standard","none","48","36","36"
"male","group B","associate's degree","standard","completed","49","50","48"
"female","group E","bachelor's degree","standard","none","78","83","82"
"female","group D","high school","standard","none","78","82","84"
"male","group C","associate's degree","standard","none","72","75","73"
"male","group B","bachelor's degree","free/reduced","none","49","37","37"
"female","group D","some high school","standard","none","71","69","73"
"male","group C","high school","free/reduced","none","80","78","69"
"female","group C","some college","standard","none","42","57","58"
"male","group D","associate's degree","standard","none","90","82","82"
"female","group A","associate's degree","free/reduced","none","54","58","58"
"male","group D","master's degree","standard","none","88","75","75"
"male","group B","some college","standard","none","59","63","53"
"female","group D","bachelor's degree","standard","completed","83","99","99"
"female","group B","associate's degree","standard","none","62","80","77"
"female","group A","associate's degree","free/reduced","none","32","52","50"
"female","group D","some high school","free/reduced","none","73","84","86"
"male","group C","some high school","standard","none","68","61","58"
"female","group D","high school","standard","completed","80","85","83"
"male","group D","some college","free/reduced","none","64","53","57"
"male","group D","master's degree","free/reduced","none","46","58","61"
"female","group A","some college","free/reduced","none","43","59","55"
"female","group C","some college","standard","completed","91","92","100"
"female","group D","associate's degree","free/reduced","none","53","61","61"
"male","group D","some college","standard","completed","86","94","89"
"male","group A","associate's degree","standard","completed","86","78","76"
"female","group B","high school","standard","none","55","57","55"
"female","group B","some college","free/reduced","none","62","61","62"
"female","group D","some college","standard","completed","56","61","67"
"male","group A","some high school","standard","completed","64","69","65"
"female","group E","some high school","standard","none","77","83","75"
"male","group C","associate's degree","free/reduced","none","59","59","51"
"male","group C","some high school","free/reduced","completed","62","53","58"
"male","group C","bachelor's degree","standard","none","91","74","74"
"female","group B","high school","standard","completed","91","94","100"
"female","group B","bachelor's degree","standard","none","78","87","88"
"male","group B","some high school","standard","none","62","54","48"
"female","group B","some college","free/reduced","completed","49","59","64"
"male","group D","some college","standard","none","81","80","75"
"female","group B","some high school","standard","completed","51","52","58"
"male","group D","some college","standard","completed","82","73","78"
"female","group C","some high school","standard","completed","61","82","84"
"male","group D","high school","standard","completed","86","83","77"
"male","group D","associate's degree","standard","completed","100","92","90"
"female","group D","some high school","standard","none","60","58","62"
"male","group B","associate's degree","standard","completed","96","88","84"
"male","group E","high school","standard","none","76","64","62"
"male","group C","some high school","free/reduced","none","61","61","62"
"male","group C","high school","standard","completed","63","49","48"
"female","group D","some college","free/reduced","none","55","62","59"
"female","group E","high school","standard","none","76","90","81"
"male","group C","associate's degree","standard","none","84","70","71"
"female","group E","some college","free/reduced","none","53","57","60"
"male","group E","associate's degree","standard","none","71","57","53"
"male","group D","some high school","standard","completed","71","68","77"
"male","group C","associate's degree","free/reduced","completed","56","51","58"
"female","group E","bachelor's degree","standard","none","92","95","88"
"female","group D","some high school","standard","none","48","64","59"
"female","group B","associate's degree","free/reduced","none","62","82","75"
"female","group A","associate's degree","standard","none","81","81","82"
"female","group C","high school","standard","completed","65","80","78"
"female","group E","some high school","free/reduced","none","72","80","78"
"male","group C","associate's degree","standard","none","50","60","55"
"female","group D","associate's degree","free/reduced","none","66","70","70"
"female","group C","associate's degree","free/reduced","completed","50","61","61"
"female","group C","some high school","standard","none","68","69","65"
"female","group A","some college","standard","none","78","84","82"
"female","group C","some college","standard","none","90","100","94"
"female","group D","master's degree","free/reduced","none","46","54","62"
"female","group D","bachelor's degree","standard","none","81","85","86"
"female","group C","some college","standard","completed","79","95","98"
"male","group D","bachelor's degree","standard","none","94","91","88"
"male","group C","high school","free/reduced","completed","71","80","74"
"male","group E","high school","standard","none","79","66","63"
"female","group B","high school","standard","none","70","71","75"
"female","group E","bachelor's degree","free/reduced","none","62","58","67"
"male","group A","some college","standard","none","66","66","59"
"male","group B","associate's degree","standard","none","48","47","42"
"female","group D","associate's degree","standard","completed","77","87","90"
"male","group D","some college","standard","none","83","79","74"
"female","group B","high school","standard","completed","59","70","74"
"female","group C","bachelor's degree","free/reduced","none","86","83","88"
"male","group D","associate's degree","free/reduced","completed","71","71","68"
"male","group B","some college","standard","none","90","81","82"
"male","group B","some college","free/reduced","none","48","42","42"
"male","group E","associate's degree","standard","none","100","90","89"
"male","group A","master's degree","free/reduced","none","83","80","75"
"female","group A","master's degree","standard","completed","49","68","63"
"male","group E","bachelor's degree","standard","none","88","81","83"
"male","group D","master's degree","standard","completed","58","60","61"
"male","group B","high school","standard","none","64","68","61"
"male","group C","master's degree","standard","none","75","74","65"
"male","group C","associate's degree","free/reduced","completed","57","63","60"
"male","group A","high school","standard","completed","67","51","52"
"female","group B","bachelor's degree","standard","none","77","81","83"
"male","group C","some college","standard","none","60","42","44"
"female","group E","some college","free/reduced","completed","71","83","78"
"male","group C","associate's degree","standard","completed","78","77","80"
"male","group C","associate's degree","standard","none","75","71","64"
"male","group C","some high school","free/reduced","none","67","59","59"
"male","group D","high school","free/reduced","completed","56","56","52"
"male","group C","master's degree","free/reduced","completed","91","82","91"
"female","group D","some college","free/reduced","none","40","51","51"
"female","group A","high school","standard","none","75","84","91"
"male","group C","master's degree","standard","completed","79","81","77"
"male","group D","high school","free/reduced","none","49","51","54"
"female","group C","high school","free/reduced","completed","33","61","57"
"female","group A","high school","standard","none","66","61","64"
"female","group D","some high school","free/reduced","none","47","57","59"
"male","group C","some high school","free/reduced","completed","68","64","66"
"female","group A","high school","free/reduced","none","48","61","56"
"male","group D","some college","free/reduced","completed","58","69","66"
"female","group B","associate's degree","free/reduced","none","72","80","83"
"male","group B","some college","standard","none","85","79","74"
"female","group C","high school","standard","completed","43","56","56"
"male","group C","high school","standard","completed","80","72","73"
"female","group B","some college","free/reduced","none","51","65","59"
"male","group C","some college","standard","none","68","58","59"
"male","group E","bachelor's degree","standard","none","67","55","55"
"male","group B","bachelor's degree","standard","completed","43","41","41"
"male","group B","some high school","standard","completed","79","74","72"
"female","group B","some college","standard","completed","79","81","85"
"female","group C","some high school","standard","none","65","74","73"
"male","group D","some high school","standard","completed","77","74","78"
"male","group D","some high school","free/reduced","completed","46","48","45"
"female","group C","high school","standard","completed","50","66","71"
"male","group D","some college","standard","completed","77","72","72"
"male","group D","high school","standard","none","89","83","73"
"female","group C","master's degree","standard","none","60","82","83"
"female","group D","associate's degree","free/reduced","none","65","74","76"
"male","group D","associate's degree","free/reduced","completed","83","92","93"
"female","group D","high school","standard","none","78","93","84"
"male","group B","some high school","standard","completed","68","64","68"
"female","group C","high school","free/reduced","none","56","63","65"
"female","group C","master's degree","standard","none","65","91","87"
"female","group C","some college","free/reduced","none","62","83","80"
"male","group E","some high school","standard","completed","100","96","98"
"male","group B","associate's degree","free/reduced","none","52","58","53"
"female","group B","associate's degree","standard","none","74","82","85"
"male","group D","bachelor's degree","free/reduced","none","82","84","80"
"female","group B","associate's degree","standard","none","71","77","79"
"male","group B","high school","standard","none","57","54","49"
"female","group E","some college","free/reduced","none","41","57","55"
"female","group A","some college","standard","none","80","87","81"
"female","group D","associate's degree","standard","completed","75","84","80"
"male","group C","some high school","standard","none","67","63","54"
"female","group B","associate's degree","standard","none","77","87","86"
"male","group D","associate's degree","standard","none","82","74","71"
"male","group C","some college","standard","none","62","56","60"
"male","group C","high school","standard","none","65","73","57"
"female","group B","some college","standard","completed","74","93","93"
"male","group A","some high school","free/reduced","none","75","63","64"
"female","group B","some college","standard","completed","77","89","90"
"female","group C","some high school","free/reduced","none","56","72","68"
"female","group D","some college","standard","none","62","65","70"
"male","group E","high school","free/reduced","none","85","84","80"
"male","group C","some college","free/reduced","completed","85","89","88"
"female","group B","high school","free/reduced","none","55","79","72"
"male","group C","some high school","free/reduced","completed","60","68","64"
"male","group D","some college","free/reduced","none","68","63","60"
"female","group C","associate's degree","standard","completed","75","91","93"
"male","group B","some high school","free/reduced","none","52","45","43"
"male","group C","some college","free/reduced","none","60","56","51"
"male","group C","associate's degree","standard","none","100","97","90"
"male","group D","bachelor's degree","standard","none","60","62","61"
"male","group D","bachelor's degree","standard","none","72","57","59"
"male","group E","some college","standard","none","87","84","77"
"male","group C","associate's degree","free/reduced","none","35","40","28"
"female","group C","associate's degree","standard","none","49","47","55"
"male","group B","master's degree","standard","completed","66","64","70"
"male","group E","master's degree","free/reduced","completed","75","67","61"
"male","group C","bachelor's degree","standard","none","52","43","47"
"female","group E","some high school","standard","completed","99","100","100"
"male","group E","some college","standard","completed","82","89","85"
"male","group E","some high school","standard","none","70","63","54"
"female","group B","master's degree","standard","completed","90","97","96"
