"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group C","bachelor's degree","standard","completed","78","86","77"
"male","group C","some high school","standard","none","39","33","31"
"female","group D","associate's degree","standard","none","64","71","75"
"female","group C","bachelor's degree","free/reduced","none","75","86","81"
"male","group D","bachelor's degree","free/reduced","none","88","83","77"
"male","group C","bachelor's degree","free/reduced","none","64","64","65"
"female","group D","bachelor's degree","standard","none","70","64","68"
"female","group A","associate's degree","standard","completed","80","87","90"
"female","group B","some college","free/reduced","completed","49","64","65"
"female","group D","associate's degree","standard","none","47","48","48"
"male","group C","some college","free/reduced","none","82","83","79"
"male","group B","bachelor's degree","standard","none","60","59","54"
"male","group D","high school","free/reduced","completed","49","51","54"
"male","group B","associate's degree","standard","none","82","76","70"
"male","group E","some college","free/reduced","none","90","70","72"
"male","group E","some college","standard","none","72","71","66"
"female","group B","bachelor's degree","standard","none","85","98","98"
"male","group D","some college","standard","none","58","71","65"
"female","group C","some high school","standard","completed","86","89","91"
"male","group D","associate's degree","free/reduced","none","56","51","40"
"male","group A","high school","standard","none","36","37","30"
"male","group E","associate's degree","free/reduced","completed","80","74","71"
"male","group C","associate's degree","standard","completed","83","84","81"
"male","group E","bachelor's degree","standard","completed","95","96","100"
"male","group C","high school","free/reduced","completed","49","50","49"
"male","group B","associate's degree","standard","none","75","74","68"
"female","group B","associate's degree","standard","completed","92","100","100"
"male","group D","high school","standard","completed","75","67","67"
"female","group C","bachelor's degree","standard","completed","96","89","99"
"female","group D","bachelor's degree","standard","none","77","68","73"
"male","group E","bachelor's degree","free/reduced","none","68","65","59"
"male","group C","some college","standard","none","64","67","58"
"male","group E","master's degree","standard","none","82","74","69"
"male","group D","bachelor's degree","standard","none","80","76","74"
"male","group D","master's degree","standard","completed","80","78","76"
"female","group C","some high school","standard","none","44","53","53"
"male","group E","bachelor's degree","free/reduced","completed","85","76","77"
"male","group B","bachelor's degree","standard","none","81","75","79"
"male","group D","bachelor's degree","standard","none","98","93","91"
"male","group D","high school","free/reduced","none","81","85","74"
"female","group C","associate's degree","standard","none","53","73","68"
"male","group C","associate's degree","standard","none","56","53","50"
"female","group D","bachelor's degree","standard","none","78","75","83"
"male","group D","some high school","free/reduced","none","55","48","45"
"female","group C","bachelor's degree","standard","none","78","93","90"
"male","group B","associate's degree","free/reduced","completed","85","77","77"
"female","group D","high school","free/reduced","none","58","70","69"
"female","group E","bachelor's degree","standard","none","93","85","90"
"female","group D","associate's degree","standard","none","81","94","95"
"female","group D","associate's degree","free/reduced","none","42","54","54"
"female","group D","some high school","standard","none","74","77","75"
"female","group B","some college","standard","none","37","43","46"
"male","group B","high school","standard","completed","62","66","68"
"female","group D","associate's degree","standard","completed","62","80","82"
"male","group E","associate's degree","standard","none","60","46","45"
"male","group C","master's degree","free/reduced","none","63","68","63"
"female","group C","some college","free/reduced","none","50","66","59"
"male","group C","high school","standard","none","77","59","58"
"female","group C","some college","free/reduced","none","38","45","49"
"male","group A","some college","standard","completed","53","58","59"
"female","group D","high school","standard","completed","56","72","70"
"female","group B","bachelor's degree","free/reduced","none","58","72","68"
"male","group C","bachelor's degree","free/reduced","completed","56","61","63"
"male","group E","some college","free/reduced","none","60","60","55"
"male","group C","high school","standard","none","68","56","53"
"female","group D","bachelor's degree","standard","completed","86","98","99"
"male","group D","high school","standard","completed","91","85","87"
"female","group C","some high school","free/reduced","completed","59","72","70"
"male","group D","high school","free/reduced","none","55","52","52"
"male","group C","associate's degree","standard","completed","68","63","67"
"male","group E","associate's degree","standard","none","72","63","57"
"female","group D","associate's degree","standard","none","63","78","76"
"female","group C","master's degree","standard","none","83","100","93"
"male","group C","master's degree","standard","none","52","45","48"
"female","group A","associate's degree","free/reduced","completed","38","55","57"
"female","group C","some college","standard","completed","79","88","91"
"female","group D","master's degree","free/reduced","none","58","64","64"
"male","group C","associate's degree","standard","none","72","70","58"
"male","group C","associate's degree","standard","completed","60","59","62"
"male","group B","bachelor's degree","standard","none","79","65","63"
"female","group A","some college","standard","none","81","95","94"
"female","group C","some high school","standard","none","56","67","64"
"female","group E","associate's degree","standard","completed","52","59","61"
"male","group B","some college","standard","none","84","77","77"
"female","group A","high school","standard","none","71","73","72"
"female","group D","some high school","standard","none","54","69","63"
"male","group C","some high school","free/reduced","completed","48","44","49"
"female","group B","some college","free/reduced","none","55","59","56"
"male","group D","high school","standard","none","79","69","62"
"male","group C","some high school","free/reduced","none","39","41","36"
"female","group D","high school","standard","completed","67","58","67"
"female","group D","bachelor's degree","standard","completed","78","89","92"
"female","group D","some high school","standard","none","53","62","64"
"male","group A","some high school","free/reduced","none","75","71","63"
"male","group E","some high school","standard","none","82","70","66"
"female","group D","bachelor's degree","standard","none","80","83","84"
"male","group B","some college","standard","none","70","70","66"
"male","group C","some college","free/reduced","none","70","63","65"
"female","group D","high school","standard","none","60","62","65"
"male","group D","associate's degree","free/reduced","none","70","74","69"
"male","group B","associate's degree","standard","completed","51","55","53"
"male","group C","some college","free/reduced","none","45","45","40"
"female","group B","some high school","free/reduced","none","21","44","32"
"female","group C","high school","free/reduced","none","45","62","59"
"male","group C","associate's degree","free/reduced","none","57","62","55"
"male","group E","some college","standard","none","100","97","97"
"female","group A","high school","free/reduced","none","55","71","62"
"male","group B","high school","free/reduced","completed","57","58","54"
"male","group A","some high school","free/reduced","completed","46","58","44"
"male","group B","associate's degree","free/reduced","completed","61","62","59"
"female","group C","high school","free/reduced","none","52","61","56"
"female","group C","high school","free/reduced","none","13","31","28"
"female","group B","bachelor's degree","standard","none","94","91","90"
"female","group E","some high school","standard","none","80","87","85"
"female","group A","some high school","standard","none","58","68","64"
"female","group B","high school","free/reduced","completed","54","67","67"
"female","group E","some high school","standard","none","67","66","64"
"female","group D","some high school","standard","none","60","74","69"
"female","group E","high school","free/reduced","completed","60","66","74"
"male","group B","high school","standard","none","88","88","80"
"female","group D","high school","free/reduced","none","36","51","50"
"female","group C","associate's degree","free/reduced","none","48","58","54"
"male","group C","high school","standard","none","77","82","74"
"female","group C","some high school","free/reduced","completed","76","88","92"
"male","group B","associate's degree","standard","completed","63","47","58"
"female","group D","some college","standard","none","61","66","64"
"female","group C","some high school","free/reduced","none","23","38","36"
"female","group B","associate's degree","standard","none","62","74","74"
"male","group B","some high school","standard","none","58","57","50"
"male","group C","bachelor's degree","standard","none","81","69","67"
"male","group D","high school","standard","completed","72","68","68"
"female","group B","some high school","standard","none","43","53","50"
"female","group D","some high school","standard","none","83","92","87"
"male","group C","high school","free/reduced","none","50","43","41"
"female","group D","some high school","standard","none","62","64","70"
"male","group D","associate's degree","free/reduced","none","90","87","83"
"male","group B","bachelor's degree","standard","none","65","61","59"
"female","group D","some college","free/reduced","none","63","75","71"
"male","group D","some college","free/reduced","none","46","50","45"
"female","group C","high school","standard","none","53","63","59"
"male","group C","some high school","standard","completed","72","69","69"
"male","group D","high school","standard","completed","64","71","68"
"male","group C","associate's degree","standard","none","63","58","54"
"female","group B","high school","standard","none","52","60","65"
"female","group C","associate's degree","free/reduced","none","61","72","66"
"female","group A","master's degree","free/reduced","none","58","72","71"
"female","group C","bachelor's degree","free/reduced","none","43","46","49"
"male","group B","some college","standard","none","55","53","57"
"female","group D","associate's degree","free/reduced","none","59","69","66"
"female","group E","some high school","standard","completed","56","61","65"
"male","group A","bachelor's degree","free/reduced","completed","85","87","85"
"male","group B","bachelor's degree","standard","none","84","72","68"
"male","group B","associate's degree","standard","none","61","51","47"
"male","group D","associate's degree","standard","none","75","66","64"
"male","group A","associate's degree","standard","none","56","52","47"
"male","group C","master's degree","free/reduced","none","66","66","60"
"female","group C","some high school","standard","completed","43","59","60"
"male","group B","some college","free/reduced","none","43","55","43"
"male","group E","some college","standard","none","87","84","76"
"male","group C","bachelor's degree","free/reduced","none","64","60","58"
"male","group E","associate's degree","standard","none","78","68","66"
"male","group D","associate's degree","standard","completed","84","78","77"
"female","group D","some college","free/reduced","none","44","51","52"
"female","group E","some high school","standard","none","90","92","88"
"female","group D","bachelor's degree","standard","none","74","86","88"
"female","group B","some high school","free/reduced","completed","70","79","81"
"female","group E","associate's degree","standard","completed","89","87","92"
"female","group B","master's degree","free/reduced","none","59","75","74"
"male","group B","some college","free/reduced","completed","64","67","65"
"female","group D","bachelor's degree","standard","completed","72","77","80"
"male","group B","associate's degree","free/reduced","none","36","44","40"
"male","group C","some high school","standard","none","54","50","53"
"female","group C","associate's degree","free/reduced","completed","65","73","77"
"female","group D","associate's degree","standard","none","61","82","77"
"female","group D","high school","standard","none","97","93","92"
"male","group B","high school","free/reduced","none","51","43","45"
"female","group D","some high school","standard","none","44","52","50"
"male","group D","some college","standard","none","70","49","54"
"male","group B","associate's degree","standard","none","79","72","69"
"male","group C","some high school","standard","none","59","48","40"
"female","group C","bachelor's degree","standard","completed","64","67","73"
"male","group C","master's degree","standard","none","92","90","89"
"female","group C","associate's degree","free/reduced","none","58","59","61"
"female","group A","high school","free/reduced","completed","69","82","81"
"male","group C","master's degree","standard","none","89","84","84"
"male","group D","some college","free/reduced","none","61","57","44"
"male","group B","associate's degree","free/reduced","completed","54","59","61"
"female","group B","bachelor's degree","standard","none","90","98","93"
"male","group D","associate's degree","standard","none","93","93","87"
"male","group D","associate's degree","free/reduced","none","72","77","71"
"male","group B","some high school","standard","none","75","62","69"
"male","group B","some high school","standard","completed","54","49","48"
"male","group D","high school","standard","none","73","69","67"
"male","group A","some college","standard","none","60","54","52"
"female","group B","master's degree","standard","completed","65","67","74"
"male","group B","high school","free/reduced","none","55","70","59"
"male","group B","some college","free/reduced","none","70","68","68"
"female","group C","some high school","standard","none","72","89","90"
"male","group D","associate's degree","free/reduced","none","62","67","62"
"female","group C","some college","free/reduced","none","62","69","71"
"male","group C","some college","free/reduced","none","67","76","67"
"male","group E","bachelor's degree","free/reduced","completed","66","64","70"
"female","group E","some college","free/reduced","none","79","89","83"
"female","group E","associate's degree","standard","completed","100","100","100"
"female","group E","high school","standard","completed","78","91","82"
"female","group E","master's degree","standard","none","75","81","89"
"male","group A","some college","free/reduced","completed","74","69","70"
"male","group E","associate's degree","free/reduced","completed","62","72","64"
"female","group C","some high school","standard","none","60","60","52"
"male","group B","associate's degree","free/reduced","completed","88","84","81"
"male","group A","associate's degree","standard","completed","59","56","58"
"male","group B","some high school","standard","none","59","57","50"
"male","group C","bachelor's degree","standard","completed","59","62","65"
"male","group D","high school","standard","none","76","74","71"
"female","group B","high school","free/reduced","completed","27","46","39"
"female","group D","high school","free/reduced","none","52","68","67"
"male","group D","some college","free/reduced","none","45","46","43"
"male","group D","some high school","standard","completed","77","76","78"
"male","group D","some high school","standard","none","84","81","76"
"male","group B","bachelor's degree","standard","none","59","54","48"
"female","group B","master's degree","standard","completed","57","72","69"
"male","group D","some college","free/reduced","completed","73","76","72"
"female","group C","some college","standard","none","60","68","61"
"female","group A","some college","standard","completed","62","73","78"
"male","group C","bachelor's degree","free/reduced","completed","60","64","60"
"female","group D","associate's degree","free/reduced","completed","29","26","32"
"female","group D","bachelor's degree","standard","none","60","63","67"
"male","group E","master's degree","standard","none","97","87","83"
"male","group C","associate's degree","standard","none","79","69","70"
"female","group C","associate's degree","free/reduced","completed","53","69","71"
"male","group E","master's degree","standard","none","100","100","96"
"male","group A","master's degree","standard","none","69","61","61"
"female","group A","some college","free/reduced","completed","47","56","63"
"male","group E","bachelor's degree","free/reduced","none","81","70","69"
"male","group D","high school","standard","none","69","59","61"
"female","group B","some college","free/reduced","none","68","69","67"
"female","group D","some high school","standard","none","87","80","89"
"male","group E","high school","standard","completed","64","53","52"
"male","group A","bachelor's degree","standard","completed","83","85","79"
"female","group D","some high school","standard","completed","81","91","92"
"female","group C","some college","standard","completed","78","88","93"
"male","group E","high school","standard","none","92","87","82"
"female","group D","associate's degree","free/reduced","none","35","51","51"
"female","group A","high school","standard","none","72","79","76"
"male","group A","bachelor's degree","standard","none","83","74","70"
"female","group E","associate's degree","standard","none","93","100","94"
"male","group B","some college","standard","completed","78","56","61"
"female","group D","associate's degree","standard","none","75","66","67"
"male","group C","bachelor's degree","standard","none","80","82","68"
"male","group B","some college","standard","none","71","68","64"
"female","group D","some college","standard","none","52","60","58"
"female","group D","master's degree","standard","none","76","89","90"
"female","group C","some college","free/reduced","none","42","72","64"
"female","group C","some college","standard","none","77","83","81"
"male","group E","some college","standard","none","100","91","88"
"female","group C","some college","standard","completed","62","71","76"
"female","group D","some college","standard","none","62","72","77"
"female","group C","high school","free/reduced","none","60","71","73"
"male","group B","high school","standard","none","59","61","53"
"female","group C","high school","free/reduced","completed","53","61","64"
"female","group D","associate's degree","free/reduced","none","60","78","77"
"female","group D","high school","standard","none","56","65","69"
"female","group C","some high school","free/reduced","none","64","62","64"
"male","group B","some college","standard","none","82","81","72"
"female","group B","bachelor's degree","standard","none","67","75","75"
"female","group A","associate's degree","free/reduced","none","26","46","46"
"female","group C","associate's degree","standard","none","45","67","65"
"female","group B","some high school","free/reduced","completed","31","49","48"
"female","group C","bachelor's degree","standard","completed","71","78","83"
"male","group E","associate's degree","standard","completed","88","81","75"
"female","group B","some college","standard","none","64","79","75"
"female","group E","some college","free/reduced","completed","90","97","100"
"male","group A","associate's degree","free/reduced","completed","79","73","69"
"female","group C","some high school","standard","none","64","72","64"
"male","group E","high school","standard","none","89","85","73"
"male","group C","master's degree","standard","none","86","82","78"
"female","group D","bachelor's degree","standard","none","65","69","73"
"male","group B","high school","standard","none","49","49","45"
"male","group D","some college","free/reduced","none","72","85","75"
"male","group C","master's degree","standard","none","84","87","81"
"male","group E","high school","standard","none","84","77","71"
"female","group D","associate's degree","standard","none","75","88","83"
"male","group D","bachelor's degree","standard","completed","75","62","69"
"male","group A","associate's degree","standard","completed","78","73","75"
"male","group E","master's degree","standard","completed","100","100","100"
"female","group D","some college","standard","none","68","72","77"
"male","group B","some high school","standard","none","61","58","52"
"female","group A","high school","free/reduced","none","42","59","52"
"male","group D","bachelor's degree","standard","none","64","55","58"
"female","group E","some college","free/reduced","none","79","94","85"
"female","group D","high school","standard","none","82","71","76"
"female","group E","bachelor's degree","free/reduced","completed","61","65","65"
"male","group B","high school","standard","none","39","37","31"
"male","group C","master's degree","standard","completed","90","87","94"
"female","group B","some college","standard","none","58","62","68"
"female","group E","some college","standard","none","47","42","49"
"male","group D","master's degree","standard","completed","89","90","91"
"male","group B","master's degree","free/reduced","completed","74","74","71"
"male","group C","associate's degree","free/reduced","none","77","83","77"
"female","group C","some college","standard","none","66","85","76"
"female","group A","some high school","standard","none","38","59","55"
"female","group B","bachelor's degree","free/reduced","none","55","71","66"
"male","group E","associate's degree","free/reduced","none","63","69","59"
"male","group B","high school","standard","none","51","56","49"
"female","group D","high school","free/reduced","none","66","77","78"
"male","group D","associate's degree","standard","none","75","71","73"
"female","group C","bachelor's degree","standard","completed","62","76","75"
"female","group E","some high school","standard","none","79","80","76"
"female","group E","some college","standard","none","89","95","93"
"male","group D","associate's degree","standard","none","85","81","84"
"male","group D","some high school","standard","none","72","56","56"
"female","group C","associate's degree","free/reduced","none","48","68","68"
"female","group E","high school","free/reduced","none","79","81","84"
"female","group A","some college","free/reduced","none","16","28","29"
"male","group B","associate's degree","standard","none","64","46","42"
"female","group E","associate's degree","standard","none","62","64","59"
"male","group B","associate's degree","standard","completed","64","57","56"
"male","group C","bachelor's degree","free/reduced","completed","65","74","69"
"male","group E","master's degree","free/reduced","none","81","76","69"
"female","group A","some high school","free/reduced","none","63","74","70"
"female","group D","high school","free/reduced","completed","60","70","72"
"male","group B","high school","free/reduced","none","61","56","51"
"female","group B","bachelor's degree","standard","none","64","66","67"
"female","group E","associate's degree","standard","completed","84","87","92"
"male","group B","high school","standard","none","70","66","68"
"female","group D","bachelor's degree","free/reduced","none","54","59","68"
"male","group B","some college","free/reduced","none","55","55","51"
"male","group E","associate's degree","free/reduced","none","100","91","90"
"male","group E","some college","free/reduced","none","76","69","65"
"male","group B","high school","free/reduced","none","56","59","57"
"male","group E","some college","free/reduced","none","53","55","55"
"female","group C","some high school","standard","completed","60","72","70"
"female","group C","high school","standard","none","72","79","82"
"female","group E","associate's degree","standard","none","73","71","77"
"male","group C","high school","standard","none","66","63","66"
"male","group C","high school","standard","completed","58","69","62"
"male","group E","some high school","standard","none","74","66","59"
"female","group B","some high school","standard","completed","59","72","71"
"female","group D","master's degree","standard","none","72","82","83"
"male","group C","high school","free/reduced","completed","63","59","58"
"male","group A","some high school","standard","completed","76","71","70"
"male","group D","high school","free/reduced","none","66","55","56"
"male","group A","associate's degree","free/reduced","completed","62","75","68"
"female","group B","some college","standard","none","76","82","75"
"female","group B","some college","free/reduced","none","67","83","81"
"female","group A","associate's degree","standard","none","75","87","83"
"female","group E","associate's degree","standard","none","80","81","81"
"male","group B","associate's degree","free/reduced","completed","48","50","46"
"male","group C","master's degree","free/reduced","none","51","50","54"
"male","group D","some college","free/reduced","completed","45","38","43"
"female","group B","bachelor's degree","free/reduced","none","60","69","67"
"female","group B","some college","standard","completed","60","76","72"
"male","group B","high school","standard","none","52","47","40"
"male","group D","associate's degree","free/reduced","completed","78","80","83"
"female","group B","some college","free/reduced","none","36","41","43"
"male","group A","some high school","standard","none","49","46","42"
"male","group B","some college","free/reduced","completed","47","52","50"
"male","group B","some college","free/reduced","none","64","63","57"
"female","group D","associate's degree","free/reduced","none","66","82","77"
"male","group E","high school","standard","none","79","73","64"
"female","group D","some college","standard","none","92","95","100"
"male","group A","high school","free/reduced","none","63","60","53"
"female","group B","some high school","standard","none","53","44","53"
"male","group C","associate's degree","free/reduced","completed","58","62","55"
"male","group C","some college","standard","none","73","70","69"
"male","group E","some college","free/reduced","none","80","69","69"
"male","group C","some high school","free/reduced","none","51","45","46"
"male","group B","associate's degree","standard","none","73","71","63"
"female","group E","master's degree","standard","none","96","100","100"
"male","group C","some high school","standard","completed","55","49","50"
"male","group C","high school","free/reduced","completed","49","57","55"
"female","group E","high school","free/reduced","none","70","66","69"
"female","group E","master's degree","free/reduced","completed","64","71","73"
"female","group A","some college","standard","completed","86","97","99"
"female","group C","some high school","standard","none","61","70","67"
"female","group A","some college","standard","completed","42","58","59"
"female","group D","master's degree","free/reduced","none","54","64","67"
"male","group A","some high school","standard","completed","57","65","59"
"male","group B","some college","standard","none","66","67","67"
"male","group C","some college","standard","none","81","70","70"
"female","group D","high school","free/reduced","none","40","50","52"
"male","group C","high school","standard","completed","47","49","46"
"female","group C","high school","free/reduced","completed","75","91","90"
"male","group D","some high school","free/reduced","completed","52","60","60"
"female","group C","some high school","standard","none","65","76","78"
"male","group B","bachelor's degree","standard","none","68","75","74"
"female","group C","some high school","standard","completed","56","76","77"
"male","group E","high school","standard","completed","86","82","78"
"female","group E","some high school","standard","completed","84","89","84"
"male","group D","master's degree","free/reduced","none","54","61","61"
"male","group E","bachelor's degree","free/reduced","completed","76","72","78"
"male","group D","high school","free/reduced","completed","49","50","51"
"female","group B","high school","standard","completed","72","73","77"
"male","group A","some high school","standard","none","62","50","55"
"male","group B","some high school","standard","none","83","78","76"
"male","group B","some high school","standard","completed","70","64","66"
"female","group C","master's degree","free/reduced","none","62","75","73"
"female","group D","bachelor's degree","standard","completed","78","100","98"
"male","group C","some high school","free/reduced","none","58","61","51"
"female","group C","some college","standard","none","67","78","79"
"male","group B","high school","standard","completed","93","81","90"
"female","group C","some high school","standard","none","48","50","49"
"male","group C","master's degree","standard","none","79","72","70"
"female","group E","some college","standard","completed","73","85","86"
"male","group B","high school","standard","none","58","45","45"
"male","group D","associate's degree","standard","none","92","94","93"
"male","group C","some high school","standard","completed","69","74","69"
"female","group B","high school","free/reduced","none","50","58","53"
"female","group C","master's degree","standard","none","59","61","65"
"male","group C","associate's degree","free/reduced","none","37","48","42"
"male","group B","associate's degree","standard","none","69","68","64"
"female","group C","associate's degree","standard","none","72","78","83"
"female","group B","some high school","free/reduced","none","33","50","40"
